,Time,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,gyro.x,gyro.y,gyro.z
0,77269.0,0.4274061322212219,-0.8131991624832153,4.201566219329834,-0.045084547251462936,0.039772145450115204,-0.020767707377672195
1,77279.0,0.42593497037887573,-0.8129128217697144,4.1972174644470215,0.002916562370955944,0.1122741550207138,-0.018669109791517258
2,77289.0,0.42701461911201477,-0.7508789896965027,4.192436695098877,-0.08070476353168488,0.0449519082903862,0.12668903172016144
3,77299.0,0.427737832069397,-0.8300159573554993,4.189671039581299,0.04377444088459015,0.06553564220666885,0.06952136754989624
4,77309.0,0.42995017766952515,-0.8892916440963745,4.186882972717285,0.02545398660004139,-0.061790239065885544,-0.031465109437704086
5,77319.0,0.4317014515399933,-0.805915892124176,4.182252883911133,-0.06334986537694931,0.020666087046265602,-0.01882311888039112
6,77329.0,0.4308170676231384,-0.8051269054412842,4.177870750427246,0.04980561509728432,-0.00114824331831187,-0.2122555673122406
7,77339.0,0.4302857220172882,-0.8046642541885376,4.171901702880859,-0.17766065895557404,0.49962836503982544,-0.6387082934379578
8,77349.0,0.42925816774368286,-0.8069023489952087,4.162779331207275,0.2601853907108307,0.4187171459197998,-0.6844810843467712
9,77359.0,0.36812716722488403,-0.8127478957176208,4.153408050537109,-0.23281528055667877,0.05069058761000633,1.0139329433441162
10,77369.0,0.25743427872657776,-0.8174393773078918,4.1465911865234375,-0.4034026265144348,-0.308898389339447,-1.268762469291687
11,77379.0,0.29845917224884033,-0.8140531778335571,4.1336989402771,-1.1588166952133179,-0.007060471922159195,-1.1175470352172852
12,77389.0,0.3225376009941101,-0.8074191808700562,4.123077392578125,-0.2716367244720459,0.021128451451659203,-13.560391426086426
13,77399.0,-0.021517980843782425,-1.167492389678955,4.0425496101379395,-1.2983993291854858,0.9707819819450378,-32.664066314697266
14,77409.0,-0.3865143954753876,-1.6677318811416626,3.7743828296661377,-4.232601165771484,4.22031307220459,-32.76896667480469
15,77419.0,-1.3192180395126343,-2.3598341941833496,3.412510871887207,-4.3592047691345215,3.6917428970336914,-34.98085403442383
16,77429.0,-1.7383031845092773,-2.748823642730713,3.0696377754211426,-11.721452713012695,2.6488611698150635,-62.758235931396484
17,77439.0,-1.8976490497589111,-3.0138800144195557,2.5929086208343506,-26.73961067199707,5.0701584815979,-80.5005874633789
18,77449.0,-2.0731122493743896,-3.538461685180664,1.9637808799743652,-20.238807678222656,11.135467529296875,-77.36487579345703
19,77459.0,-2.3343427181243896,-3.9130074977874756,1.243267297744751,-4.403482437133789,12.647965431213379,-58.53998565673828
20,77469.0,-2.672539472579956,-4.416463851928711,0.6334230303764343,5.18355655670166,9.819761276245117,-36.08657455444336
21,77479.0,-3.0296030044555664,-4.894807815551758,0.1799057573080063,9.336176872253418,4.9504780769348145,-16.880569458007812
22,77489.0,-3.4173269271850586,-5.350551128387451,-0.113732248544693,6.205151081085205,-1.590179443359375,-7.699425220489502
23,77499.0,-4.051729202270508,-5.984962463378906,-0.3241230249404907,-5.313754558563232,-9.059608459472656,-11.310938835144043
